sentence,sentiment,polarity,subjectivity,index
"When necessary, we must be able to detain and question them.","Sentiment(polarity=0.25, subjectivity=0.8125)",0.25,0.8125,1071
"But we must be clear: Terrorists are not merely criminals, they are unlawful enemy combatants.","Sentiment(polarity=0.17500000000000002, subjectivity=0.44166666666666665)",0.175,0.441666667,1072
"And when captured overseas, they should be treated like the terrorists they are.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1073
"In the past, we have foolishly released hundreds and hundreds of dangerous terrorists, only to meet them again on the battlefield, including the ISIS leader, al-Baghdadi, who we captured, who we had, who we released.","Sentiment(polarity=-0.2833333333333333, subjectivity=0.7166666666666667)",-0.283333333,0.716666667,1074
So today I'm keeping another promise.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1075
"I just signed, prior to walking in, an order directing Secretary Mattis�who is doing a great job, thank you�to reexamine our military detention policy and to keep open the detention facilities in Guantanamo Bay.","Sentiment(polarity=0.17500000000000002, subjectivity=0.3375)",0.175,0.3375,1076
"I am asking Congress to ensure that, in the fight against ISIS and Al Qaida, we continue to have all necessary power to detain terrorists, wherever we chase them down, wherever we find them.","Sentiment(polarity=-0.07777777777777779, subjectivity=0.6444444444444445)",-0.077777778,0.644444444,1077
"And in many cases, for them, it will now be Guantanamo Bay.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,1078
"At the same time, as of a few months ago, our warriors in Afghanistan have new rules of engagement.","Sentiment(polarity=-0.02121212121212122, subjectivity=0.22651515151515153)",-0.021212121,0.226515152,1079
"Along with their heroic Afghan partners, our military is no longer undermined by artificial timelines, and we no longer tell our enemies our plans.","Sentiment(polarity=0.0, subjectivity=0.6666666666666666)",0,0.666666667,1080
"Last month, I also took an action endorsed unanimously by the U.S. Senate just months before.","Sentiment(polarity=0.05, subjectivity=0.08333333333333334)",0.05,0.083333333,1081
I recognized Jerusalem as the capital of Israel.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1082
"Shortly afterwards, dozens of countries voted in the United Nations General Assembly against America's sovereign right to make this decision.","Sentiment(polarity=0.11190476190476191, subjectivity=0.44523809523809527)",0.111904762,0.445238095,1083
"In 2016, American taxpayers generously sent those same countries more than $20 billion in aid.","Sentiment(polarity=0.16666666666666666, subjectivity=0.20833333333333334)",0.166666667,0.208333333,1084
"That is why tonight I am asking Congress to pass legislation to help ensure American foreign-assistance dollars always serve American interests and only go to friends of America, not enemies of America.","Sentiment(polarity=0.0, subjectivity=0.3333333333333333)",0,0.333333333,1085
"As we strengthen friendships all around the world, we are also restoring clarity about our adversaries.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1086
"When the people of Iran rose up against the crimes of their corrupt dictatorship, I did not stay silent.","Sentiment(polarity=0.033333333333333326, subjectivity=0.6833333333333332)",0.033333333,0.683333333,1087
America stands with the people of Iran in their courageous struggle for freedom.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1088
I am asking Congress to address the fundamental flaws in the terrible Iran nuclear deal.,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,1089
My administration has also imposed tough sanctions on the communist and socialist dictatorships in Cuba and Venezuela.,"Sentiment(polarity=-0.3888888888888889, subjectivity=0.8333333333333334)",-0.388888889,0.833333333,1090
But no regime has oppressed its own citizens more totally or brutally than the cruel dictatorship in North Korea.,"Sentiment(polarity=-0.19374999999999998, subjectivity=0.875)",-0.19375,0.875,1091
North Korea's reckless pursuit of nuclear missiles could very soon threaten our homeland.,"Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3,1092
We are waging a campaign of maximum pressure to prevent that from ever happening.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1093
Past experience has taught us that complacency and concessions only invite aggression and provocation.,"Sentiment(polarity=-0.125, subjectivity=0.625)",-0.125,0.625,1094
I will not repeat the mistakes of past administrations that got us into this very dangerous position.,"Sentiment(polarity=-0.515, subjectivity=0.625)",-0.515,0.625,1095
We need only look at the depraved character of the North Korean regime to understand the nature of the nuclear threat it could pose to America and to our allies.,"Sentiment(polarity=0.0, subjectivity=1.0)",0,1,1096
"Otto Warmbier was a hard-working student at the University of Virginia, and a great student he was.","Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,1097
"On his way to study abroad in Asia, Otto joined a tour to North Korea.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1098
"At its conclusion, this wonderful young man was arrested and charged with crimes against the state.","Sentiment(polarity=0.55, subjectivity=0.7)",0.55,0.7,1099
"After a shameful trial, the dictatorship sentenced Otto to 15 years of hard labor, before returning him to America last June, horribly injured and on the verge of death.","Sentiment(polarity=-0.4305555555555556, subjectivity=0.5361111111111111)",-0.430555556,0.536111111,1100
He passed away just days after his return.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1101
"Otto's wonderful parents, Fred and Cindy Warmbier, are here with us tonight, along with Otto's brother and sister, Austin and Greta.","Sentiment(polarity=1.0, subjectivity=1.0)",1,1,1102
Please.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1103
Incredible people.,"Sentiment(polarity=0.9, subjectivity=0.9)",0.9,0.9,1104
"You are powerful witnesses to a menace that threatens our world, and your strength truly inspires us all.","Sentiment(polarity=0.3, subjectivity=1.0)",0.3,1,1105
Thank you very much.,"Sentiment(polarity=0.26, subjectivity=0.26)",0.26,0.26,1106
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1107
Tonight we pledge to honor Otto's memory with total American resolve.,"Sentiment(polarity=0.0, subjectivity=0.375)",0,0.375,1108
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1109
Finally�[applause]�thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1110
We are joined by one more witness to the ominous nature of this regime.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,1111
His name is Mr. Ji Sung-ho.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1112
"In 1996, Sung-ho was a starving boy in North Korea.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1113
"One day, he tried to steal coal from a railroad car to barter for a few scraps of food, which were very hard to get.","Sentiment(polarity=-0.28958333333333336, subjectivity=0.4020833333333333)",-0.289583333,0.402083333,1114
"In the process, he passed out on the train tracks, exhausted from hunger.","Sentiment(polarity=-0.4, subjectivity=0.7)",-0.4,0.7,1115
He woke up as a train ran over his limbs.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1116
He then endured multiple amputations without anything to dull the pain or the hurt.,"Sentiment(polarity=-0.14583333333333334, subjectivity=0.25)",-0.145833333,0.25,1117
"His brother and sister gave what little food they had to help him recover and ate dirt themselves, permanently stunting their own growth.","Sentiment(polarity=0.20625, subjectivity=0.75)",0.20625,0.75,1118
"Later, he was tortured by North Korean authorities after returning from a brief visit to China.","Sentiment(polarity=0.0, subjectivity=0.16666666666666666)",0,0.166666667,1119
His tormentors wanted to know if he'd met any Christians.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1120
"He had, and he resolved, after that, to be free.","Sentiment(polarity=0.4, subjectivity=0.8)",0.4,0.8,1121
Sung-ho traveled thousands of miles on crutches all across China and Southeast Asia to freedom.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1122
Most of his family followed.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,1123
His father was caught trying to escape and was tortured to death.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1124
"Today, he lives in Seoul, where he rescues other defectors and broadcasts into North Korea what the regime fears most: the truth.","Sentiment(polarity=0.1875, subjectivity=0.4375)",0.1875,0.4375,1125
"Today, he has a new leg.","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,1126
"But, Sung-ho, I understand you still keep those old crutches as a reminder of how far you've come.","Sentiment(polarity=0.1, subjectivity=0.6)",0.1,0.6,1127
Your great sacrifice is an inspiration to us all.,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,1128
Please.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1129
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1130
Sung-ho's story is a testament to the yearning of every human soul to live in freedom.,"Sentiment(polarity=0.06818181818181818, subjectivity=0.3)",0.068181818,0.3,1131
It was that same yearning for freedom that nearly 250 years ago gave birth to a special place called America.,"Sentiment(polarity=0.1523809523809524, subjectivity=0.3654761904761905)",0.152380952,0.36547619,1132
It was a small cluster of colonies caught between a great ocean and a vast wilderness.,"Sentiment(polarity=0.18333333333333335, subjectivity=0.7166666666666667)",0.183333333,0.716666667,1133
"It was home to an incredible people with a revolutionary idea: that they could rule themselves; that they could chart their own destiny; and that, together, they could light up the entire world.","Sentiment(polarity=0.475, subjectivity=0.8062499999999999)",0.475,0.80625,1134
That is what our country has always been about.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1135
"That is what Americans have always stood for, always strived for, and always done.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1136
Atop the dome of this Capitol stands the statue of Freedom.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1137
She stands tall and dignified among the monuments to our ancestors who fought and lived and died to protect her: monuments to Washington and Jefferson and Lincoln and King.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1138
"Memorials to the heroes of Yorktown and Saratoga; to young Americans who shed their blood on the shores of Normandy and the fields beyond; and others, who went down in the waters of the Pacific and the skies all over Asia.","Sentiment(polarity=-0.02777777777777779, subjectivity=0.34444444444444444)",-0.027777778,0.344444444,1139
And Freedom stands tall over one more monument: this one.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,1140
This Capitol�this living monument�this is the monument to the American people.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1141
Audience members.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1142
U.S.A.!,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1143
U.S.A.!,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1144
U.S.A.!,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1145
The President.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1146
"We're a people whose heroes live not only in the past, but all around us, defending hope, pride, and defending the American way.","Sentiment(polarity=-0.02840909090909091, subjectivity=0.4375)",-0.028409091,0.4375,1147
They work in every trade.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1148
They sacrifice to raise a family.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1149
They care for our children at home.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1150
They defend our flag abroad.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1151
And they are strong moms and brave kids.,"Sentiment(polarity=0.6166666666666667, subjectivity=0.8666666666666667)",0.616666667,0.866666667,1152
"They are firefighters and police officers and border agents, medics and marines.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1153
"But above all else, they are Americans.","Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,1154
"And this Capitol, this city, this Nation, belongs entirely to them.","Sentiment(polarity=0.0, subjectivity=0.625)",0,0.625,1155
"Our task is to respect them, to listen to them, to serve them, to protect them, and to always be worthy of them.","Sentiment(polarity=0.3333333333333333, subjectivity=1.0)",0.333333333,1,1156
Americans fill the world with art and music.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1157
They push the bounds of science and discovery.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1158
"And they forever remind us of what we should never, ever forget: The people dreamed this country, the people built this country, and it's the people who are making America great again.","Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,1159
"As long as we are proud of who we are and what we are fighting for, there is nothing we cannot achieve.","Sentiment(polarity=0.375, subjectivity=0.7)",0.375,0.7,1160
"As long as we have confidence in our values, faith in our citizens, and trust in our God, we will never fail.","Sentiment(polarity=0.1, subjectivity=0.35)",0.1,0.35,1161
Our families will thrive.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1162
Our people will prosper.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1163
And our Nation will forever be safe and strong and proud and mighty and free.,"Sentiment(polarity=0.5066666666666666, subjectivity=0.7866666666666667)",0.506666667,0.786666667,1164
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1165
And God bless America.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1166
Goodnight.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1167
